Index   time            v(clk_p)        vin_diff        vcml_diff       
--------------------------------------------------------------------------------
352	3.243868e-10	1.000000e+00	4.073658e-02	6.580311e-01	
353	3.253868e-10	1.000000e+00	4.026146e-02	6.549381e-01	
354	3.263868e-10	1.000000e+00	3.978385e-02	6.518362e-01	
355	3.273868e-10	1.000000e+00	3.930379e-02	6.487450e-01	
356	3.283868e-10	1.000000e+00	3.882130e-02	6.456745e-01	
357	3.293868e-10	1.000000e+00	3.833642e-02	6.426552e-01	
358	3.303868e-10	1.000000e+00	3.784917e-02	6.396787e-01	
359	3.313868e-10	1.000000e+00	3.735959e-02	6.367811e-01	
360	3.323868e-10	1.000000e+00	3.686770e-02	6.339458e-01	
361	3.333868e-10	1.000000e+00	3.637354e-02	6.312104e-01	
362	3.343868e-10	1.000000e+00	3.587714e-02	6.285559e-01	
363	3.353868e-10	1.000000e+00	3.537852e-02	6.260178e-01	
364	3.363868e-10	1.000000e+00	3.487772e-02	6.235773e-01	
365	3.373868e-10	1.000000e+00	3.437477e-02	6.212660e-01	
366	3.383868e-10	1.000000e+00	3.386970e-02	6.190658e-01	
367	3.393868e-10	1.000000e+00	3.336254e-02	6.170027e-01	
368	3.403868e-10	1.000000e+00	3.285332e-02	6.150597e-01	
369	3.413868e-10	1.000000e+00	3.234208e-02	6.132563e-01	
370	3.423868e-10	1.000000e+00	3.182884e-02	6.115759e-01	
371	3.433868e-10	1.000000e+00	3.131363e-02	6.100320e-01	
372	3.443868e-10	1.000000e+00	3.079650e-02	6.086080e-01	
373	3.453868e-10	1.000000e+00	3.027746e-02	6.073119e-01	
374	3.463868e-10	1.000000e+00	2.975656e-02	6.061277e-01	
375	3.473868e-10	1.000000e+00	2.923382e-02	6.050587e-01	
376	3.483868e-10	1.000000e+00	2.870928e-02	6.040902e-01	
377	3.493868e-10	1.000000e+00	2.818297e-02	6.032220e-01	
378	3.503868e-10	1.000000e+00	2.765492e-02	6.024409e-01	
379	3.513868e-10	1.000000e+00	2.712517e-02	6.017446e-01	
380	3.523868e-10	1.000000e+00	2.659374e-02	6.011217e-01	
381	3.533868e-10	1.000000e+00	2.606067e-02	6.005687e-01	
382	3.543868e-10	1.000000e+00	2.552599e-02	6.000762e-01	
383	3.553868e-10	1.000000e+00	2.498974e-02	5.996401e-01	
384	3.563868e-10	1.000000e+00	2.445194e-02	5.992531e-01	
385	3.573868e-10	1.000000e+00	2.391264e-02	5.989109e-01	
386	3.583868e-10	1.000000e+00	2.337186e-02	5.986079e-01	
387	3.593868e-10	1.000000e+00	2.282965e-02	5.983401e-01	
388	3.603868e-10	1.000000e+00	2.228602e-02	5.981032e-01	
389	3.613868e-10	1.000000e+00	2.174102e-02	5.978937e-01	
390	3.623868e-10	1.000000e+00	2.119468e-02	5.977085e-01	
391	3.633868e-10	1.000000e+00	2.064703e-02	5.975443e-01	
392	3.643868e-10	1.000000e+00	2.009810e-02	5.973992e-01	
393	3.653868e-10	1.000000e+00	1.954794e-02	5.972701e-01	
394	3.663868e-10	1.000000e+00	1.899657e-02	5.971560e-01	
395	3.673868e-10	1.000000e+00	1.844403e-02	5.970539e-01	
396	3.683868e-10	1.000000e+00	1.789035e-02	5.969637e-01	
397	3.693868e-10	1.000000e+00	1.733557e-02	5.968825e-01	
398	3.703868e-10	1.000000e+00	1.677972e-02	5.968107e-01	
399	3.713868e-10	1.000000e+00	1.622283e-02	5.967456e-01	
400	3.723868e-10	1.000000e+00	1.566494e-02	5.966878e-01	
401	3.733868e-10	1.000000e+00	1.510609e-02	5.966351e-01	
402	3.743868e-10	1.000000e+00	1.454630e-02	5.965882e-01	

Index   time            v(clk_p)        vin_diff        vcml_diff       
--------------------------------------------------------------------------------
403	3.753868e-10	1.000000e+00	1.398562e-02	5.965451e-01	
404	3.763868e-10	1.000000e+00	1.342408e-02	5.965066e-01	
405	3.773868e-10	1.000000e+00	1.286170e-02	5.964709e-01	
406	3.783868e-10	1.000000e+00	1.229854e-02	5.964389e-01	
407	3.793868e-10	1.000000e+00	1.173461e-02	5.964089e-01	
408	3.803868e-10	1.000000e+00	1.116996e-02	5.963820e-01	
409	3.813868e-10	1.000000e+00	1.060462e-02	5.963565e-01	
410	3.823868e-10	1.000000e+00	1.003863e-02	5.963336e-01	
411	3.833868e-10	1.000000e+00	9.472020e-03	5.963116e-01	
412	3.843868e-10	1.000000e+00	8.904824e-03	5.962917e-01	
413	3.853868e-10	1.000000e+00	8.337079e-03	5.962726e-01	
414	3.863868e-10	1.000000e+00	7.768819e-03	5.962551e-01	
415	3.873868e-10	1.000000e+00	7.200081e-03	5.962382e-01	
416	3.883868e-10	1.000000e+00	6.630898e-03	5.962227e-01	
417	3.893868e-10	1.000000e+00	6.061306e-03	5.962076e-01	
418	3.903868e-10	1.000000e+00	5.491341e-03	5.961937e-01	
419	3.913868e-10	1.000000e+00	4.921036e-03	5.961800e-01	
420	3.923868e-10	1.000000e+00	4.350428e-03	5.961674e-01	
421	3.933868e-10	1.000000e+00	3.779552e-03	5.961549e-01	
422	3.943868e-10	1.000000e+00	3.208442e-03	5.961433e-01	
423	3.953868e-10	1.000000e+00	2.637135e-03	5.961318e-01	
424	3.963868e-10	1.000000e+00	2.065665e-03	5.961211e-01	
425	3.973868e-10	1.000000e+00	1.494067e-03	5.961104e-01	
426	3.983868e-10	1.000000e+00	9.223778e-04	5.961004e-01	
427	3.991934e-10	1.000000e+00	4.611981e-04	5.960892e-01	
428	4.000000e-10	1.000000e+00	0.000000e+00	5.960751e-01	
429	4.001000e-10	1.005000e+00	-5.71770e-05	5.960604e-01	
430	4.003000e-10	1.015000e+00	-1.71531e-04	5.960358e-01	
431	4.007000e-10	1.035000e+00	-4.00237e-04	5.960418e-01	
432	4.015000e-10	1.075000e+00	-8.57635e-04	5.960797e-01	
433	4.025000e-10	1.125000e+00	-1.42933e-03	5.950729e-01	
434	4.035000e-10	1.175000e+00	-2.00094e-03	5.917165e-01	
435	4.045000e-10	1.225000e+00	-2.57243e-03	5.860064e-01	
436	4.055000e-10	1.275000e+00	-3.14376e-03	5.766905e-01	
437	4.065000e-10	1.325000e+00	-3.71489e-03	5.555831e-01	
438	4.075000e-10	1.375000e+00	-4.28579e-03	5.111747e-01	
439	4.085000e-10	1.425000e+00	-4.85643e-03	4.450216e-01	
440	4.092500e-10	1.462500e+00	-5.28422e-03	3.897941e-01	
441	4.100000e-10	1.500000e+00	-5.71182e-03	3.372277e-01	
442	4.101000e-10	1.500000e+00	-5.76882e-03	3.306642e-01	
443	4.103000e-10	1.500000e+00	-5.88281e-03	3.177409e-01	
444	4.107000e-10	1.500000e+00	-6.11074e-03	2.931296e-01	
445	4.115000e-10	1.500000e+00	-6.56642e-03	2.486179e-01	
446	4.125000e-10	1.500000e+00	-7.13565e-03	2.010286e-01	
447	4.135000e-10	1.500000e+00	-7.70444e-03	1.612319e-01	
448	4.145000e-10	1.500000e+00	-8.27275e-03	1.279762e-01	
449	4.155000e-10	1.500000e+00	-8.84056e-03	1.001569e-01	
450	4.165000e-10	1.500000e+00	-9.40782e-03	7.683190e-02	
451	4.175000e-10	1.500000e+00	-9.97450e-03	5.721432e-02	
452	4.185000e-10	1.500000e+00	-1.05406e-02	4.064970e-02	
453	4.195000e-10	1.500000e+00	-1.11060e-02	2.659846e-02	
454	4.205000e-10	1.500000e+00	-1.16707e-02	1.461474e-02	
455	4.215000e-10	1.500000e+00	-1.22347e-02	4.332300e-03	
456	4.225000e-10	1.500000e+00	-1.27980e-02	-4.55083e-03	
457	4.235000e-10	1.500000e+00	-1.33604e-02	-1.22824e-02	
458	4.245000e-10	1.500000e+00	-1.39221e-02	-1.90665e-02	
459	4.255000e-10	1.500000e+00	-1.44829e-02	-2.50705e-02	
460	4.265000e-10	1.500000e+00	-1.50427e-02	-3.04323e-02	

Index   time            v(clk_p)        vin_diff        vcml_diff       
--------------------------------------------------------------------------------
461	4.275000e-10	1.500000e+00	-1.56017e-02	-3.52649e-02	
462	4.285000e-10	1.500000e+00	-1.61597e-02	-3.96614e-02	
463	4.295000e-10	1.500000e+00	-1.67167e-02	-4.36983e-02	
464	4.305000e-10	1.500000e+00	-1.72727e-02	-4.74383e-02	
465	4.315000e-10	1.500000e+00	-1.78276e-02	-5.09330e-02	
466	4.325000e-10	1.500000e+00	-1.83814e-02	-5.42250e-02	
467	4.335000e-10	1.500000e+00	-1.89341e-02	-5.73489e-02	
468	4.345000e-10	1.500000e+00	-1.94856e-02	-6.03336e-02	
469	4.355000e-10	1.500000e+00	-2.00359e-02	-6.32024e-02	
470	4.365000e-10	1.500000e+00	-2.05849e-02	-6.59749e-02	
471	4.375000e-10	1.500000e+00	-2.11327e-02	-6.86667e-02	
472	4.385000e-10	1.500000e+00	-2.16792e-02	-7.12911e-02	
473	4.395000e-10	1.500000e+00	-2.22244e-02	-7.38585e-02	
474	4.405000e-10	1.500000e+00	-2.27682e-02	-7.63780e-02	
475	4.415000e-10	1.500000e+00	-2.33105e-02	-7.88565e-02	
476	4.425000e-10	1.500000e+00	-2.38515e-02	-8.13001e-02	
477	4.435000e-10	1.500000e+00	-2.43909e-02	-8.37136e-02	
478	4.445000e-10	1.500000e+00	-2.49289e-02	-8.61009e-02	
479	4.455000e-10	1.500000e+00	-2.54653e-02	-8.84652e-02	
480	4.465000e-10	1.500000e+00	-2.60002e-02	-9.08093e-02	
481	4.475000e-10	1.500000e+00	-2.65335e-02	-9.31350e-02	
482	4.485000e-10	1.500000e+00	-2.70651e-02	-9.54444e-02	
483	4.495000e-10	1.500000e+00	-2.75950e-02	-9.77386e-02	
484	4.505000e-10	1.500000e+00	-2.81233e-02	-1.00019e-01	
485	4.515000e-10	1.500000e+00	-2.86498e-02	-1.02286e-01	
486	4.525000e-10	1.500000e+00	-2.91745e-02	-1.04541e-01	
487	4.535000e-10	1.500000e+00	-2.96975e-02	-1.06784e-01	
488	4.545000e-10	1.500000e+00	-3.02186e-02	-1.09016e-01	
489	4.555000e-10	1.500000e+00	-3.07378e-02	-1.11236e-01	
490	4.565000e-10	1.500000e+00	-3.12552e-02	-1.13446e-01	
491	4.575000e-10	1.500000e+00	-3.17706e-02	-1.15646e-01	
492	4.585000e-10	1.500000e+00	-3.22841e-02	-1.17835e-01	
493	4.595000e-10	1.500000e+00	-3.27955e-02	-1.20013e-01	
494	4.605000e-10	1.500000e+00	-3.33050e-02	-1.22181e-01	
495	4.615000e-10	1.500000e+00	-3.38124e-02	-1.24338e-01	
496	4.625000e-10	1.500000e+00	-3.43177e-02	-1.26486e-01	
497	4.635000e-10	1.500000e+00	-3.48209e-02	-1.28622e-01	
498	4.645000e-10	1.500000e+00	-3.53219e-02	-1.30749e-01	
499	4.655000e-10	1.500000e+00	-3.58208e-02	-1.32864e-01	
500	4.665000e-10	1.500000e+00	-3.63174e-02	-1.34969e-01	
501	4.675000e-10	1.500000e+00	-3.68119e-02	-1.37063e-01	
502	4.685000e-10	1.500000e+00	-3.73040e-02	-1.39146e-01	
503	4.695000e-10	1.500000e+00	-3.77938e-02	-1.41218e-01	
504	4.705000e-10	1.500000e+00	-3.82814e-02	-1.43279e-01	
505	4.715000e-10	1.500000e+00	-3.87665e-02	-1.45329e-01	
506	4.725000e-10	1.500000e+00	-3.92493e-02	-1.47367e-01	
507	4.735000e-10	1.500000e+00	-3.97296e-02	-1.49394e-01	
508	4.745000e-10	1.500000e+00	-4.02075e-02	-1.51410e-01	
509	4.755000e-10	1.500000e+00	-4.06829e-02	-1.53413e-01	
510	4.765000e-10	1.500000e+00	-4.11558e-02	-1.55405e-01	
511	4.775000e-10	1.500000e+00	-4.16262e-02	-1.57385e-01	
512	4.785000e-10	1.500000e+00	-4.20940e-02	-1.59352e-01	
513	4.795000e-10	1.500000e+00	-4.25592e-02	-1.61308e-01	
514	4.805000e-10	1.500000e+00	-4.30217e-02	-1.63251e-01	
515	4.815000e-10	1.500000e+00	-4.34816e-02	-1.65181e-01	
516	4.825000e-10	1.500000e+00	-4.39389e-02	-1.67100e-01	
517	4.835000e-10	1.500000e+00	-4.43934e-02	-1.69005e-01	
518	4.845000e-10	1.500000e+00	-4.48452e-02	-1.70898e-01	

Index   time            v(clk_p)        vin_diff        vcml_diff       
--------------------------------------------------------------------------------
519	4.855000e-10	1.500000e+00	-4.52942e-02	-1.72777e-01	
520	4.865000e-10	1.500000e+00	-4.57404e-02	-1.74644e-01	
521	4.875000e-10	1.500000e+00	-4.61838e-02	-1.76498e-01	
522	4.885000e-10	1.500000e+00	-4.66244e-02	-1.78338e-01	
523	4.895000e-10	1.500000e+00	-4.70621e-02	-1.80165e-01	
524	4.905000e-10	1.500000e+00	-4.74968e-02	-1.81979e-01	
525	4.915000e-10	1.500000e+00	-4.79287e-02	-1.83779e-01	
526	4.925000e-10	1.500000e+00	-4.83576e-02	-1.85566e-01	
527	4.935000e-10	1.500000e+00	-4.87835e-02	-1.87339e-01	
528	4.945000e-10	1.500000e+00	-4.92064e-02	-1.89098e-01	
529	4.955000e-10	1.500000e+00	-4.96262e-02	-1.90843e-01	
530	4.965000e-10	1.500000e+00	-5.00430e-02	-1.92574e-01	
531	4.975000e-10	1.500000e+00	-5.04568e-02	-1.94291e-01	
532	4.985000e-10	1.500000e+00	-5.08674e-02	-1.95994e-01	
533	4.992500e-10	1.500000e+00	-5.11733e-02	-1.97245e-01	
534	5.000000e-10	1.500000e+00	-5.14774e-02	-1.98451e-01	
535	5.001000e-10	1.495000e+00	-5.15178e-02	-1.98604e-01	
536	5.003000e-10	1.485000e+00	-5.15985e-02	-1.98913e-01	
537	5.007000e-10	1.465000e+00	-5.17596e-02	-1.99722e-01	
538	5.015000e-10	1.425000e+00	-5.20802e-02	-2.03001e-01	
539	5.025000e-10	1.375000e+00	-5.24781e-02	-2.10391e-01	
540	5.035000e-10	1.325000e+00	-5.28728e-02	-2.20360e-01	
541	5.045000e-10	1.275000e+00	-5.32642e-02	-2.31443e-01	
542	5.055000e-10	1.225000e+00	-5.36523e-02	-2.42261e-01	
543	5.065000e-10	1.175000e+00	-5.40371e-02	-2.55090e-01	
544	5.075000e-10	1.125000e+00	-5.44186e-02	-2.94700e-01	
545	5.085000e-10	1.075000e+00	-5.47967e-02	-3.89418e-01	
546	5.092500e-10	1.037500e+00	-5.50781e-02	-4.83505e-01	
547	5.100000e-10	1.000000e+00	-5.53576e-02	-5.62486e-01	
548	5.101000e-10	1.000000e+00	-5.53947e-02	-5.70560e-01	
549	5.103000e-10	1.000000e+00	-5.54688e-02	-5.85799e-01	
550	5.107000e-10	1.000000e+00	-5.56167e-02	-6.10579e-01	
551	5.115000e-10	1.000000e+00	-5.59107e-02	-6.38206e-01	
552	5.124231e-10	1.000000e+00	-5.62473e-02	-6.49273e-01	
553	5.134231e-10	1.000000e+00	-5.66085e-02	-6.60046e-01	
554	5.144231e-10	1.000000e+00	-5.69663e-02	-6.72299e-01	
555	5.154231e-10	1.000000e+00	-5.73205e-02	-6.79496e-01	
556	5.164231e-10	1.000000e+00	-5.76712e-02	-6.81722e-01	
557	5.174231e-10	1.000000e+00	-5.80184e-02	-6.81758e-01	
558	5.184231e-10	1.000000e+00	-5.83620e-02	-6.80859e-01	
559	5.194231e-10	1.000000e+00	-5.87020e-02	-6.79018e-01	
560	5.204231e-10	1.000000e+00	-5.90383e-02	-6.76790e-01	
561	5.214231e-10	1.000000e+00	-5.93710e-02	-6.74144e-01	
562	5.224231e-10	1.000000e+00	-5.97001e-02	-6.71334e-01	
563	5.234231e-10	1.000000e+00	-6.00254e-02	-6.68337e-01	
564	5.244231e-10	1.000000e+00	-6.03471e-02	-6.65272e-01	
565	5.254231e-10	1.000000e+00	-6.06651e-02	-6.62137e-01	
566	5.264231e-10	1.000000e+00	-6.09793e-02	-6.58980e-01	
567	5.274231e-10	1.000000e+00	-6.12897e-02	-6.55818e-01	
568	5.284231e-10	1.000000e+00	-6.15964e-02	-6.52661e-01	
569	5.294231e-10	1.000000e+00	-6.18992e-02	-6.49539e-01	
570	5.304231e-10	1.000000e+00	-6.21983e-02	-6.46443e-01	
571	5.314231e-10	1.000000e+00	-6.24935e-02	-6.43408e-01	
572	5.324231e-10	1.000000e+00	-6.27848e-02	-6.40419e-01	
573	5.334231e-10	1.000000e+00	-6.30723e-02	-6.37513e-01	
574	5.344231e-10	1.000000e+00	-6.33559e-02	-6.34671e-01	
575	5.354231e-10	1.000000e+00	-6.36356e-02	-6.31928e-01	
576	5.364231e-10	1.000000e+00	-6.39113e-02	-6.29266e-01	

Index   time            v(clk_p)        vin_diff        vcml_diff       
--------------------------------------------------------------------------------
577	5.374231e-10	1.000000e+00	-6.41831e-02	-6.26719e-01	
578	5.384231e-10	1.000000e+00	-6.44510e-02	-6.24270e-01	
579	5.394231e-10	1.000000e+00	-6.47149e-02	-6.21948e-01	
580	5.404231e-10	1.000000e+00	-6.49747e-02	-6.19737e-01	
581	5.414231e-10	1.000000e+00	-6.52306e-02	-6.17661e-01	
582	5.424231e-10	1.000000e+00	-6.54825e-02	-6.15706e-01	
583	5.434231e-10	1.000000e+00	-6.57303e-02	-6.13890e-01	
584	5.444231e-10	1.000000e+00	-6.59741e-02	-6.12198e-01	
585	5.454231e-10	1.000000e+00	-6.62137e-02	-6.10641e-01	
586	5.464231e-10	1.000000e+00	-6.64493e-02	-6.09205e-01	
587	5.474231e-10	1.000000e+00	-6.66809e-02	-6.07896e-01	
588	5.484231e-10	1.000000e+00	-6.69082e-02	-6.06700e-01	
589	5.494231e-10	1.000000e+00	-6.71315e-02	-6.05618e-01	
590	5.504231e-10	1.000000e+00	-6.73506e-02	-6.04639e-01	
591	5.514231e-10	1.000000e+00	-6.75656e-02	-6.03759e-01	
592	5.524231e-10	1.000000e+00	-6.77764e-02	-6.02968e-01	
593	5.534231e-10	1.000000e+00	-6.79830e-02	-6.02261e-01	
594	5.544231e-10	1.000000e+00	-6.81855e-02	-6.01629e-01	
595	5.554231e-10	1.000000e+00	-6.83837e-02	-6.01068e-01	
596	5.564231e-10	1.000000e+00	-6.85777e-02	-6.00567e-01	
597	5.574231e-10	1.000000e+00	-6.87675e-02	-6.00124e-01	
598	5.584231e-10	1.000000e+00	-6.89530e-02	-5.99731e-01	
599	5.594231e-10	1.000000e+00	-6.91343e-02	-5.99383e-01	
600	5.604231e-10	1.000000e+00	-6.93113e-02	-5.99074e-01	
601	5.614231e-10	1.000000e+00	-6.94840e-02	-5.98801e-01	
602	5.624231e-10	1.000000e+00	-6.96525e-02	-5.98559e-01	
603	5.634231e-10	1.000000e+00	-6.98166e-02	-5.98345e-01	
604	5.644231e-10	1.000000e+00	-6.99765e-02	-5.98156e-01	
605	5.654231e-10	1.000000e+00	-7.01320e-02	-5.97989e-01	
606	5.664231e-10	1.000000e+00	-7.02832e-02	-5.97841e-01	
607	5.674231e-10	1.000000e+00	-7.04301e-02	-5.97710e-01	
608	5.684231e-10	1.000000e+00	-7.05726e-02	-5.97593e-01	
609	5.694231e-10	1.000000e+00	-7.07108e-02	-5.97490e-01	
610	5.704231e-10	1.000000e+00	-7.08446e-02	-5.97398e-01	
611	5.714231e-10	1.000000e+00	-7.09741e-02	-5.97316e-01	
612	5.724231e-10	1.000000e+00	-7.10991e-02	-5.97243e-01	
613	5.734231e-10	1.000000e+00	-7.12198e-02	-5.97177e-01	
614	5.744231e-10	1.000000e+00	-7.13361e-02	-5.97119e-01	
615	5.754231e-10	1.000000e+00	-7.14480e-02	-5.97066e-01	
616	5.764231e-10	1.000000e+00	-7.15554e-02	-5.97018e-01	
617	5.774231e-10	1.000000e+00	-7.16585e-02	-5.96975e-01	
618	5.784231e-10	1.000000e+00	-7.17572e-02	-5.96936e-01	
619	5.794231e-10	1.000000e+00	-7.18514e-02	-5.96900e-01	
620	5.804231e-10	1.000000e+00	-7.19412e-02	-5.96868e-01	
621	5.814231e-10	1.000000e+00	-7.20265e-02	-5.96838e-01	
622	5.824231e-10	1.000000e+00	-7.21074e-02	-5.96812e-01	
623	5.834231e-10	1.000000e+00	-7.21839e-02	-5.96787e-01	
624	5.844231e-10	1.000000e+00	-7.22559e-02	-5.96764e-01	
625	5.854231e-10	1.000000e+00	-7.23234e-02	-5.96742e-01	
626	5.864231e-10	1.000000e+00	-7.23865e-02	-5.96722e-01	
627	5.874231e-10	1.000000e+00	-7.24451e-02	-5.96704e-01	
628	5.884231e-10	1.000000e+00	-7.24993e-02	-5.96686e-01	
629	5.894231e-10	1.000000e+00	-7.25490e-02	-5.96670e-01	
630	5.904231e-10	1.000000e+00	-7.25942e-02	-5.96655e-01	
631	5.914231e-10	1.000000e+00	-7.26349e-02	-5.96640e-01	
632	5.924231e-10	1.000000e+00	-7.26711e-02	-5.96626e-01	
633	5.934231e-10	1.000000e+00	-7.27029e-02	-5.96613e-01	
634	5.944231e-10	1.000000e+00	-7.27302e-02	-5.96601e-01	

Index   time            v(clk_p)        vin_diff        vcml_diff       
--------------------------------------------------------------------------------
635	5.954231e-10	1.000000e+00	-7.27530e-02	-5.96588e-01	
636	5.964231e-10	1.000000e+00	-7.27713e-02	-5.96577e-01	
637	5.974231e-10	1.000000e+00	-7.27851e-02	-5.96566e-01	
638	5.984231e-10	1.000000e+00	-7.27944e-02	-5.96556e-01	
639	5.992116e-10	1.000000e+00	-7.27986e-02	-5.96544e-01	
640	6.000000e-10	1.000000e+00	-7.28000e-02	-5.96530e-01	
641	6.001000e-10	1.005000e+00	-7.28000e-02	-5.96514e-01	
642	6.003000e-10	1.015000e+00	-7.27998e-02	-5.96488e-01	
643	6.007000e-10	1.035000e+00	-7.27989e-02	-5.96486e-01	
644	6.015000e-10	1.075000e+00	-7.27949e-02	-5.96488e-01	
645	6.025000e-10	1.125000e+00	-7.27860e-02	-5.95407e-01	
646	6.035000e-10	1.175000e+00	-7.27725e-02	-5.91969e-01	
647	6.045000e-10	1.225000e+00	-7.27545e-02	-5.86192e-01	
648	6.055000e-10	1.275000e+00	-7.27321e-02	-5.76859e-01	
649	6.065000e-10	1.325000e+00	-7.27052e-02	-5.57331e-01	
650	6.075000e-10	1.375000e+00	-7.26737e-02	-5.30164e-01	
651	6.085000e-10	1.425000e+00	-7.26378e-02	-5.01870e-01	
652	6.092500e-10	1.462500e+00	-7.26080e-02	-4.77946e-01	
653	6.100000e-10	1.500000e+00	-7.25756e-02	-4.51590e-01	
654	6.101000e-10	1.500000e+00	-7.25711e-02	-4.47994e-01	
655	6.103000e-10	1.500000e+00	-7.25619e-02	-4.40808e-01	
656	6.107000e-10	1.500000e+00	-7.25431e-02	-4.26639e-01	
657	6.115000e-10	1.500000e+00	-7.25033e-02	-4.00204e-01	
658	6.125000e-10	1.500000e+00	-7.24494e-02	-3.71871e-01	
659	6.135000e-10	1.500000e+00	-7.23912e-02	-3.48761e-01	
660	6.145000e-10	1.500000e+00	-7.23284e-02	-3.30096e-01	
661	6.155000e-10	1.500000e+00	-7.22612e-02	-3.15121e-01	
662	6.165000e-10	1.500000e+00	-7.21896e-02	-3.03165e-01	
663	6.175000e-10	1.500000e+00	-7.21134e-02	-2.93668e-01	
664	6.185000e-10	1.500000e+00	-7.20329e-02	-2.86158e-01	
665	6.195000e-10	1.500000e+00	-7.19479e-02	-2.80250e-01	
666	6.205000e-10	1.500000e+00	-7.18584e-02	-2.75629e-01	
667	6.215000e-10	1.500000e+00	-7.17646e-02	-2.72039e-01	
668	6.225000e-10	1.500000e+00	-7.16663e-02	-2.69272e-01	
669	6.235000e-10	1.500000e+00	-7.15635e-02	-2.67160e-01	
670	6.245000e-10	1.500000e+00	-7.14564e-02	-2.65567e-01	
671	6.255000e-10	1.500000e+00	-7.13448e-02	-2.64383e-01	
672	6.265000e-10	1.500000e+00	-7.12289e-02	-2.63519e-01	
673	6.275000e-10	1.500000e+00	-7.11086e-02	-2.62903e-01	
674	6.285000e-10	1.500000e+00	-7.09838e-02	-2.62479e-01	
675	6.295000e-10	1.500000e+00	-7.08547e-02	-2.62199e-01	
676	6.305000e-10	1.500000e+00	-7.07212e-02	-2.62027e-01	
677	6.315000e-10	1.500000e+00	-7.05834e-02	-2.61934e-01	
678	6.325000e-10	1.500000e+00	-7.04412e-02	-2.61895e-01	
679	6.335000e-10	1.500000e+00	-7.02947e-02	-2.61891e-01	
680	6.345000e-10	1.500000e+00	-7.01438e-02	-2.61908e-01	
681	6.355000e-10	1.500000e+00	-6.99886e-02	-2.61933e-01	
682	6.365000e-10	1.500000e+00	-6.98291e-02	-2.61957e-01	
683	6.375000e-10	1.500000e+00	-6.96653e-02	-2.61974e-01	
684	6.385000e-10	1.500000e+00	-6.94971e-02	-2.61976e-01	
685	6.395000e-10	1.500000e+00	-6.93247e-02	-2.61961e-01	
686	6.405000e-10	1.500000e+00	-6.91480e-02	-2.61924e-01	
687	6.415000e-10	1.500000e+00	-6.89671e-02	-2.61863e-01	
688	6.425000e-10	1.500000e+00	-6.87819e-02	-2.61776e-01	
689	6.435000e-10	1.500000e+00	-6.85924e-02	-2.61663e-01	
690	6.445000e-10	1.500000e+00	-6.83988e-02	-2.61521e-01	
691	6.455000e-10	1.500000e+00	-6.82009e-02	-2.61351e-01	
692	6.465000e-10	1.500000e+00	-6.79987e-02	-2.61152e-01	

Index   time            v(clk_p)        vin_diff        vcml_diff       
--------------------------------------------------------------------------------
693	6.475000e-10	1.500000e+00	-6.77924e-02	-2.60925e-01	
694	6.485000e-10	1.500000e+00	-6.75820e-02	-2.60669e-01	
695	6.495000e-10	1.500000e+00	-6.73673e-02	-2.60384e-01	
696	6.505000e-10	1.500000e+00	-6.71485e-02	-2.60071e-01	
697	6.515000e-10	1.500000e+00	-6.69256e-02	-2.59729e-01	
698	6.525000e-10	1.500000e+00	-6.66985e-02	-2.59361e-01	
699	6.535000e-10	1.500000e+00	-6.64673e-02	-2.58964e-01	
700	6.545000e-10	1.500000e+00	-6.62320e-02	-2.58541e-01	
701	6.555000e-10	1.500000e+00	-6.59926e-02	-2.58092e-01	
702	6.565000e-10	1.500000e+00	-6.57492e-02	-2.57616e-01	
703	6.575000e-10	1.500000e+00	-6.55017e-02	-2.57114e-01	
704	6.585000e-10	1.500000e+00	-6.52501e-02	-2.56587e-01	
705	6.595000e-10	1.500000e+00	-6.49946e-02	-2.56035e-01	
706	6.605000e-10	1.500000e+00	-6.47350e-02	-2.55458e-01	
707	6.615000e-10	1.500000e+00	-6.44714e-02	-2.54857e-01	
708	6.625000e-10	1.500000e+00	-6.42039e-02	-2.54232e-01	
709	6.635000e-10	1.500000e+00	-6.39324e-02	-2.53583e-01	
710	6.645000e-10	1.500000e+00	-6.36569e-02	-2.52911e-01	
711	6.655000e-10	1.500000e+00	-6.33775e-02	-2.52216e-01	
712	6.665000e-10	1.500000e+00	-6.30942e-02	-2.51498e-01	
713	6.675000e-10	1.500000e+00	-6.28071e-02	-2.50758e-01	
714	6.685000e-10	1.500000e+00	-6.25160e-02	-2.49996e-01	
715	6.695000e-10	1.500000e+00	-6.22211e-02	-2.49212e-01	
716	6.705000e-10	1.500000e+00	-6.19224e-02	-2.48406e-01	
717	6.715000e-10	1.500000e+00	-6.16198e-02	-2.47579e-01	
718	6.725000e-10	1.500000e+00	-6.13134e-02	-2.46731e-01	
719	6.735000e-10	1.500000e+00	-6.10033e-02	-2.45862e-01	
720	6.745000e-10	1.500000e+00	-6.06893e-02	-2.44972e-01	
721	6.755000e-10	1.500000e+00	-6.03717e-02	-2.44061e-01	
722	6.765000e-10	1.500000e+00	-6.00503e-02	-2.43131e-01	
723	6.775000e-10	1.500000e+00	-5.97252e-02	-2.42180e-01	
724	6.785000e-10	1.500000e+00	-5.93965e-02	-2.41209e-01	
725	6.795000e-10	1.500000e+00	-5.90640e-02	-2.40218e-01	
726	6.805000e-10	1.500000e+00	-5.87279e-02	-2.39208e-01	
