[2026-09-23 06:06:31,327] [INFO]    LVSDB input file passed, bypassing LVS
[2026-09-23 06:06:31,345] [INFO]    (46, 0) -> (pwell pwell_sub)
[2026-09-23 06:06:31,347] [INFO]    (8, 0) -> (metal1_con)
[2026-09-23 06:06:31,348] [INFO]    (10, 0) -> (metal2_con)
[2026-09-23 06:06:31,350] [INFO]    (30, 0) -> (metal3_con)
[2026-09-23 06:06:31,351] [INFO]    (50, 0) -> (metal4_con)
[2026-09-23 06:06:31,353] [INFO]    (134, 0) -> (topmetal2_con)
[2026-09-23 06:06:31,837] [SUBPROCESS]    Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
[2026-09-23 06:06:32,105] [SUBPROCESS]    C255;FILL_L10_4;VSUBS;0.324;
[2026-09-23 06:06:32,106] [SUBPROCESS]    C256;FILL_L10_5;FILL_L10_6;0.098;
[2026-09-23 06:06:32,108] [SUBPROCESS]    C257;FILL_L10_5;FILL_L50_0;0.003;
[2026-09-23 06:06:32,109] [SUBPROCESS]    C258;FILL_L10_5;FILL_L50_4;0.001;
[2026-09-23 06:06:32,110] [SUBPROCESS]    C259;FILL_L10_5;FILL_L8_0;0.08;
[2026-09-23 06:06:32,112] [SUBPROCESS]    C260;FILL_L10_5;N;0.02;
[2026-09-23 06:06:32,113] [SUBPROCESS]    C261;FILL_L10_5;P;0.017;
[2026-09-23 06:06:32,114] [SUBPROCESS]    C262;FILL_L10_5;VSUBS;0.18;
[2026-09-23 06:06:32,115] [SUBPROCESS]    C263;FILL_L10_6;FILL_L10_7;0.098;
[2026-09-23 06:06:32,116] [SUBPROCESS]    C264;FILL_L10_6;FILL_L50_0;0.164;
[2026-09-23 06:06:32,117] [SUBPROCESS]    C265;FILL_L10_6;FILL_L50_4;0.128;
[2026-09-23 06:06:32,118] [SUBPROCESS]    C266;FILL_L10_6;FILL_L8_1;0.824;
[2026-09-23 06:06:32,119] [SUBPROCESS]    C267;FILL_L10_6;N;0.157;
[2026-09-23 06:06:32,120] [SUBPROCESS]    C268;FILL_L10_6;P;0.126;
[2026-09-23 06:06:32,122] [SUBPROCESS]    C269;FILL_L10_6;VSUBS;0.227;
[2026-09-23 06:06:32,123] [SUBPROCESS]    C270;FILL_L10_7;FILL_L10_8;0.098;
[2026-09-23 06:06:32,124] [SUBPROCESS]    C271;FILL_L10_7;FILL_L50_0;0.012;
[2026-09-23 06:06:32,125] [SUBPROCESS]    C272;FILL_L10_7;FILL_L50_1;0.137;
[2026-09-23 06:06:32,127] [SUBPROCESS]    C273;FILL_L10_7;FILL_L50_4;0.005;
[2026-09-23 06:06:32,128] [SUBPROCESS]    C274;FILL_L10_7;FILL_L50_5;0.093;
[2026-09-23 06:06:32,129] [SUBPROCESS]    C275;FILL_L10_7;FILL_L8_2;0.824;
[2026-09-23 06:06:32,130] [SUBPROCESS]    C276;FILL_L10_7;N;0.157;
[2026-09-23 06:06:32,132] [SUBPROCESS]    C277;FILL_L10_7;P;0.126;
[2026-09-23 06:06:32,133] [SUBPROCESS]    C278;FILL_L10_7;VSUBS;0.196;
[2026-09-23 06:06:32,134] [SUBPROCESS]    C279;FILL_L10_8;FILL_L10_9;0.098;
[2026-09-23 06:06:32,135] [SUBPROCESS]    C280;FILL_L10_8;FILL_L50_1;0.031;
[2026-09-23 06:06:32,136] [SUBPROCESS]    C281;FILL_L10_8;FILL_L50_2;0.1;
[2026-09-23 06:06:32,137] [SUBPROCESS]    C282;FILL_L10_8;FILL_L50_5;0.014;
[2026-09-23 06:06:32,139] [SUBPROCESS]    C283;FILL_L10_8;FILL_L50_6;0.064;
[2026-09-23 06:06:32,140] [SUBPROCESS]    C284;FILL_L10_8;FILL_L8_3;0.824;
[2026-09-23 06:06:32,141] [SUBPROCESS]    C285;FILL_L10_8;N;0.157;
[2026-09-23 06:06:32,142] [SUBPROCESS]    C286;FILL_L10_8;P;0.126;
[2026-09-23 06:06:32,143] [SUBPROCESS]    C287;FILL_L10_8;VSUBS;0.196;
[2026-09-23 06:06:32,144] [SUBPROCESS]    C288;FILL_L10_9;FILL_L50_2;0.077;
[2026-09-23 06:06:32,146] [SUBPROCESS]    C289;FILL_L10_9;FILL_L50_3;0.028;
[2026-09-23 06:06:32,147] [SUBPROCESS]    C290;FILL_L10_9;FILL_L50_6;0.047;
[2026-09-23 06:06:32,148] [SUBPROCESS]    C291;FILL_L10_9;FILL_L50_7;0.015;
[2026-09-23 06:06:32,149] [SUBPROCESS]    C292;FILL_L10_9;FILL_L8_4;0.744;
[2026-09-23 06:06:32,150] [SUBPROCESS]    C293;FILL_L10_9;N;0.137;
[2026-09-23 06:06:32,152] [SUBPROCESS]    C294;FILL_L10_9;P;0.109;
[2026-09-23 06:06:32,153] [SUBPROCESS]    C295;FILL_L10_9;VSUBS;0.259;
[2026-09-23 06:06:32,154] [SUBPROCESS]    C296;FILL_L50_0;FILL_L50_1;0.099;
[2026-09-23 06:06:32,155] [SUBPROCESS]    C297;FILL_L50_0;FILL_L50_4;0.099;
[2026-09-23 06:06:32,157] [SUBPROCESS]    C298;FILL_L50_0;FILL_L8_1;0.015;
[2026-09-23 06:06:32,158] [SUBPROCESS]    C299;FILL_L50_0;FILL_L8_2;0.001;
[2026-09-23 06:06:32,159] [SUBPROCESS]    C300;FILL_L50_0;N;0.004;
[2026-09-23 06:06:32,160] [SUBPROCESS]    C301;FILL_L50_0;P;0.007;
[2026-09-23 06:06:32,161] [SUBPROCESS]    C302;FILL_L50_0;VSUBS;0.291;
[2026-09-23 06:06:32,163] [SUBPROCESS]    C303;FILL_L50_1;FILL_L50_2;0.099;
[2026-09-23 06:06:32,164] [SUBPROCESS]    C304;FILL_L50_1;FILL_L50_5;0.099;
[2026-09-23 06:06:32,165] [SUBPROCESS]    C305;FILL_L50_1;FILL_L8_2;0.014;
[2026-09-23 06:06:32,166] [SUBPROCESS]    C306;FILL_L50_1;FILL_L8_3;0.004;
[2026-09-23 06:06:32,168] [SUBPROCESS]    C307;FILL_L50_1;N;0.004;
[2026-09-23 06:06:32,169] [SUBPROCESS]    C308;FILL_L50_1;P;0.007;
[2026-09-23 06:06:32,170] [SUBPROCESS]    C309;FILL_L50_1;VSUBS;0.222;
[2026-09-23 06:06:32,171] [SUBPROCESS]    C310;FILL_L50_2;FILL_L50_3;0.099;
[2026-09-23 06:06:32,172] [SUBPROCESS]    C311;FILL_L50_2;FILL_L50_6;0.099;
[2026-09-23 06:06:32,173] [SUBPROCESS]    C312;FILL_L50_2;FILL_L8_3;0.01;
[2026-09-23 06:06:32,175] [SUBPROCESS]    C313;FILL_L50_2;FILL_L8_4;0.008;
[2026-09-23 06:06:32,176] [SUBPROCESS]    C314;FILL_L50_2;N;0.004;
[2026-09-23 06:06:32,177] [SUBPROCESS]    C315;FILL_L50_2;P;0.007;
[2026-09-23 06:06:32,178] [SUBPROCESS]    C316;FILL_L50_2;VSUBS;0.214;
[2026-09-23 06:06:32,179] [SUBPROCESS]    C317;FILL_L50_3;FILL_L50_7;0.004;
[2026-09-23 06:06:32,180] [SUBPROCESS]    C318;FILL_L50_3;FILL_L8_4;0.001;
[2026-09-23 06:06:32,181] [SUBPROCESS]    C319;FILL_L50_3;N;0.0;
[2026-09-23 06:06:32,182] [SUBPROCESS]    C320;FILL_L50_3;P;0.0;
[2026-09-23 06:06:32,183] [SUBPROCESS]    C321;FILL_L50_3;VSUBS;0.136;
[2026-09-23 06:06:32,185] [SUBPROCESS]    C322;FILL_L50_4;FILL_L50_5;0.099;
[2026-09-23 06:06:32,186] [SUBPROCESS]    C323;FILL_L50_4;FILL_L8_1;0.022;
[2026-09-23 06:06:32,187] [SUBPROCESS]    C324;FILL_L50_4;FILL_L8_2;0.001;
[2026-09-23 06:06:32,188] [SUBPROCESS]    C325;FILL_L50_4;FILL_L8_6;0.011;
[2026-09-23 06:06:32,189] [SUBPROCESS]    C326;FILL_L50_4;FILL_L8_7;0.013;
[2026-09-23 06:06:32,190] [SUBPROCESS]    C327;FILL_L50_4;FILL_L8_8;0.001;
[2026-09-23 06:06:32,191] [SUBPROCESS]    C328;FILL_L50_4;N;0.192;
[2026-09-23 06:06:32,192] [SUBPROCESS]    C329;FILL_L50_4;P;0.025;
[2026-09-23 06:06:32,193] [SUBPROCESS]    C330;FILL_L50_4;VSUBS;0.355;
[2026-09-23 06:06:32,194] [SUBPROCESS]    C331;FILL_L50_5;FILL_L50_6;0.099;
[2026-09-23 06:06:32,195] [SUBPROCESS]    C332;FILL_L50_5;FILL_L8_10;0.004;
[2026-09-23 06:06:32,196] [SUBPROCESS]    C333;FILL_L50_5;FILL_L8_2;0.013;
[2026-09-23 06:06:32,197] [SUBPROCESS]    C334;FILL_L50_5;FILL_L8_3;0.002;
[2026-09-23 06:06:32,199] [SUBPROCESS]    C335;FILL_L50_5;FILL_L8_9;0.009;
[2026-09-23 06:06:32,200] [SUBPROCESS]    C336;FILL_L50_5;N;0.192;
[2026-09-23 06:06:32,201] [SUBPROCESS]    C337;FILL_L50_5;P;0.025;
[2026-09-23 06:06:32,202] [SUBPROCESS]    C338;FILL_L50_5;VSUBS;0.228;
[2026-09-23 06:06:32,203] [SUBPROCESS]    C339;FILL_L50_6;FILL_L50_7;0.099;
[2026-09-23 06:06:32,204] [SUBPROCESS]    C340;FILL_L50_6;FILL_L8_11;0.009;
[2026-09-23 06:06:32,205] [SUBPROCESS]    C341;FILL_L50_6;FILL_L8_12;0.009;
[2026-09-23 06:06:32,206] [SUBPROCESS]    C342;FILL_L50_6;FILL_L8_3;0.008;
[2026-09-23 06:06:32,207] [SUBPROCESS]    C343;FILL_L50_6;FILL_L8_4;0.006;
[2026-09-23 06:06:32,208] [SUBPROCESS]    C344;FILL_L50_6;N;0.192;
[2026-09-23 06:06:32,209] [SUBPROCESS]    C345;FILL_L50_6;P;0.025;
[2026-09-23 06:06:32,210] [SUBPROCESS]    C346;FILL_L50_6;VSUBS;0.216;
[2026-09-23 06:06:32,211] [SUBPROCESS]    C347;FILL_L50_7;FILL_L8_13;0.001;
[2026-09-23 06:06:32,212] [SUBPROCESS]    C348;FILL_L50_7;FILL_L8_4;0.001;
[2026-09-23 06:06:32,214] [SUBPROCESS]    C349;FILL_L50_7;N;0.009;
[2026-09-23 06:06:32,215] [SUBPROCESS]    C350;FILL_L50_7;P;0.001;
[2026-09-23 06:06:32,216] [SUBPROCESS]    C351;FILL_L50_7;VSUBS;0.137;
[2026-09-23 06:06:32,217] [SUBPROCESS]    C352;FILL_L8_0;FILL_L8_1;0.07;
[2026-09-23 06:06:32,218] [SUBPROCESS]    C353;FILL_L8_0;FILL_L8_5;0.007;
[2026-09-23 06:06:32,219] [SUBPROCESS]    C354;FILL_L8_0;N;0.002;
[2026-09-23 06:06:32,220] [SUBPROCESS]    C355;FILL_L8_0;P;0.002;
[2026-09-23 06:06:32,221] [SUBPROCESS]    C356;FILL_L8_0;VSUBS;0.279;
[2026-09-23 06:06:32,222] [SUBPROCESS]    C357;FILL_L8_1;FILL_L8_2;0.07;
[2026-09-23 06:06:32,223] [SUBPROCESS]    C358;FILL_L8_1;FILL_L8_6;0.02;
[2026-09-23 06:06:32,224] [SUBPROCESS]    C359;FILL_L8_1;FILL_L8_7;0.02;
[2026-09-23 06:06:32,225] [SUBPROCESS]    C360;FILL_L8_1;N;0.003;
[2026-09-23 06:06:32,227] [SUBPROCESS]    C361;FILL_L8_1;P;0.003;
[2026-09-23 06:06:32,228] [SUBPROCESS]    C362;FILL_L8_1;VSUBS;0.8;
[2026-09-23 06:06:32,229] [SUBPROCESS]    C363;FILL_L8_10;FILL_L8_11;0.02;
[2026-09-23 06:06:32,230] [SUBPROCESS]    C364;FILL_L8_10;FILL_L8_3;0.02;
[2026-09-23 06:06:32,231] [SUBPROCESS]    C365;FILL_L8_10;FILL_L8_9;0.02;
[2026-09-23 06:06:32,232] [SUBPROCESS]    C366;FILL_L8_10;VSUBS;0.135;
[2026-09-23 06:06:32,244] [SUBPROCESS]    C367;FILL_L8_11;FILL_L8_12;0.02;
[2026-09-23 06:06:32,246] [SUBPROCESS]    C368;FILL_L8_11;FILL_L8_3;0.02;
[2026-09-23 06:06:32,247] [SUBPROCESS]    C369;FILL_L8_11;VSUBS;0.135;
[2026-09-23 06:06:32,248] [SUBPROCESS]    C370;FILL_L8_12;FILL_L8_13;0.02;
[2026-09-23 06:06:32,249] [SUBPROCESS]    C371;FILL_L8_12;FILL_L8_4;0.02;
[2026-09-23 06:06:32,250] [SUBPROCESS]    C372;FILL_L8_12;VSUBS;0.135;
[2026-09-23 06:06:32,251] [SUBPROCESS]    C373;FILL_L8_13;FILL_L8_4;0.013;
[2026-09-23 06:06:32,252] [SUBPROCESS]    C374;FILL_L8_13;VSUBS;0.121;
[2026-09-23 06:06:32,253] [SUBPROCESS]    C375;FILL_L8_2;FILL_L8_3;0.07;
[2026-09-23 06:06:32,254] [SUBPROCESS]    C376;FILL_L8_2;FILL_L8_8;0.02;
[2026-09-23 06:06:32,256] [SUBPROCESS]    C377;FILL_L8_2;FILL_L8_9;0.02;
[2026-09-23 06:06:32,257] [SUBPROCESS]    C378;FILL_L8_2;N;0.003;
[2026-09-23 06:06:32,258] [SUBPROCESS]    C379;FILL_L8_2;P;0.003;
[2026-09-23 06:06:32,260] [SUBPROCESS]    C380;FILL_L8_2;VSUBS;0.8;
[2026-09-23 06:06:32,261] [SUBPROCESS]    C381;FILL_L8_3;FILL_L8_4;0.07;
[2026-09-23 06:06:32,262] [SUBPROCESS]    C382;FILL_L8_3;N;0.003;
[2026-09-23 06:06:32,263] [SUBPROCESS]    C383;FILL_L8_3;P;0.003;
[2026-09-23 06:06:32,264] [SUBPROCESS]    C384;FILL_L8_3;VSUBS;0.8;
[2026-09-23 06:06:32,265] [SUBPROCESS]    C385;FILL_L8_4;N;0.002;
[2026-09-23 06:06:32,266] [SUBPROCESS]    C386;FILL_L8_4;P;0.002;
[2026-09-23 06:06:32,267] [SUBPROCESS]    C387;FILL_L8_4;VSUBS;0.798;
[2026-09-23 06:06:32,268] [SUBPROCESS]    C388;FILL_L8_5;FILL_L8_6;0.02;
[2026-09-23 06:06:32,270] [SUBPROCESS]    C389;FILL_L8_5;VSUBS;0.093;
[2026-09-23 06:06:32,271] [SUBPROCESS]    C390;FILL_L8_6;FILL_L8_7;0.02;
[2026-09-23 06:06:32,272] [SUBPROCESS]    C391;FILL_L8_6;VSUBS;0.135;
[2026-09-23 06:06:32,273] [SUBPROCESS]    C392;FILL_L8_7;FILL_L8_8;0.02;
[2026-09-23 06:06:32,274] [SUBPROCESS]    C393;FILL_L8_7;VSUBS;0.135;
[2026-09-23 06:06:32,275] [SUBPROCESS]    C394;FILL_L8_8;FILL_L8_9;0.02;
[2026-09-23 06:06:32,276] [SUBPROCESS]    C395;FILL_L8_8;VSUBS;0.135;
[2026-09-23 06:06:32,277] [SUBPROCESS]    C396;FILL_L8_9;VSUBS;0.135;
[2026-09-23 06:06:32,278] [SUBPROCESS]    C397;N;P;4.306;
[2026-09-23 06:06:32,279] [SUBPROCESS]    C398;N;VSUBS;0.352;
[2026-09-23 06:06:32,280] [SUBPROCESS]    C399;P;VSUBS;0.045;
[2026-09-23 06:06:32,282] [SUBPROCESS]    @RESULTS@/final-vref-clock-widths-20260923-r1/width12/pex/actual_fill/kpex/clip__sense_fill_clip/sense_fill_clip_k25d_pex_netlist.csv
[2026-09-23 06:06:32,294] [SUBPROCESS]    Wrote expanded netlist to: @RESULTS@/final-vref-clock-widths-20260923-r1/width12/pex/actual_fill/kpex/clip__sense_fill_clip/sense_fill_clip_k25d_pex_netlist.spice
