 time                   v(gate_core)           v(xreceiver.sense)     v(padres)              v(gate)               
 2.266802550961519e-07  1.177143120662132e+00  7.425743848256901e-03  2.947640251078627e+00  1.694157462231812e-01 
 2.276802550961519e-07  1.177143120567811e+00  7.425682276364801e-03  2.948244801587824e+00  1.743019328363891e-01 
 2.286802550961519e-07  1.177143120472333e+00  7.425622642508952e-03  2.948847060136141e+00  1.791714554987852e-01 
 2.296802550961519e-07  1.177143120376634e+00  7.425564994811486e-03  2.949447075706911e+00  1.840246916270525e-01 
 2.306802550961519e-07  1.177143120281476e+00  7.425509371122511e-03  2.950044898100356e+00  1.888620253683747e-01 
 2.316802550961519e-07  1.177143120187540e+00  7.425455798522496e-03  2.950640577690295e+00  1.936838457294576e-01 
 2.326802550961519e-07  1.177143120094906e+00  7.425404293642243e-03  2.951234165186254e+00  1.984905447314616e-01 
 2.336802550961519e-07  1.177143120004093e+00  7.425354862113841e-03  2.951825711384348e+00  2.032825154526497e-01 
 2.346802550961519e-07  1.177143119914989e+00  7.425307498880379e-03  2.952415266925052e+00  2.080601501148921e-01 
 2.356802550961519e-07  1.177143119827806e+00  7.425262187994742e-03  2.953002882046819e+00  2.128238381209152e-01 
 2.366802550961519e-07  1.177143119742704e+00  7.425218903027311e-03  2.953588606348818e+00  2.175739641558748e-01 
 2.376802550961519e-07  1.177143119659196e+00  7.425177607207083e-03  2.954172488556773e+00  2.223109063025924e-01 
 2.386802550961519e-07  1.177143119577545e+00  7.425138253638917e-03  2.954754576294536e+00  2.270350341947446e-01 
 2.396802550961519e-07  1.177143119497595e+00  7.425100786096690e-03  2.955334915872641e+00  2.317467073017230e-01 
 2.406802550961519e-07  1.177143119418991e+00  7.425065138949857e-03  2.955913552076429e+00  2.364462731996874e-01 
 2.416802550961520e-07  1.177143119341411e+00  7.425031238357314e-03  2.956490527979974e+00  2.411340660509149e-01 
 2.426802550961520e-07  1.177143119264789e+00  7.424999002422271e-03  2.957065884764445e+00  2.458104051094862e-01 
 2.436802550961520e-07  1.177143119188602e+00  7.424968342221914e-03  2.957639661559356e+00  2.504755934117584e-01 
 2.446802550961520e-07  1.177143119112873e+00  7.424939162249630e-03  2.958211895294347e+00  2.551299165463103e-01 
 2.456802550961520e-07  1.177143119037377e+00  7.424911361643354e-03  2.958782620577883e+00  2.597736416419194e-01 
 2.466802550961521e-07  1.177143118961673e+00  7.424884834665147e-03  2.959351869587380e+00  2.644070164430492e-01 
 2.476802550961521e-07  1.177143118885460e+00  7.424859471636988e-03  2.959919671980844e+00  2.690302685599141e-01 
 2.486802550961521e-07  1.177143118808552e+00  7.424835160197920e-03  2.960486054835660e+00  2.736436049387669e-01 
 2.496802550961521e-07  1.177143118730723e+00  7.424811785697364e-03  2.961051042597694e+00  2.782472114113639e-01 
 2.506802550961522e-07  1.177143118651895e+00  7.424789232542168e-03  2.961614657060170e+00  2.828412524905617e-01 
 2.516802550961522e-07  1.177143118571909e+00  7.424767385053521e-03  2.962176917361483e+00  2.874258713170413e-01 
 2.526802550961522e-07  1.177143118490279e+00  7.424746128111266e-03  2.962737839998621e+00  2.920011897331705e-01 
 2.536802550961522e-07  1.177143118406875e+00  7.424725348579495e-03  2.963297438871467e+00  2.965673086120559e-01 
 2.546802550961522e-07  1.177143118321823e+00  7.424704935646019e-03  2.963855725336062e+00  3.011243082560949e-01 
 2.556802550961523e-07  1.177143118234777e+00  7.424684782085282e-03  2.964412708285596e+00  3.056722490268771e-01 
 2.566802550961523e-07  1.177143118145641e+00  7.424664784965817e-03  2.964968394247097e+00  3.102111721024585e-01 
 2.576802550961523e-07  1.177143118054613e+00  7.424644846186511e-03  2.965522787491476e+00  3.147411003451822e-01 
 2.586802550961523e-07  1.177143117961542e+00  7.424624873622944e-03  2.966075890168071e+00  3.192620393740835e-01 
 2.596802550961524e-07  1.177143117866218e+00  7.424604781415936e-03  2.966627702446240e+00  3.237739786937694e-01 
 2.606802550961524e-07  1.177143117768928e+00  7.424584490782449e-03  2.967178222675437e+00  3.282768929796384e-01 
 2.616802550961524e-07  1.177143117669466e+00  7.424563930471565e-03  2.967727447555304e+00  3.327707434461257e-01 
 2.626802550961524e-07  1.177143117568172e+00  7.424543037268321e-03  2.968275372317128e+00  3.372554793113109e-01 
 2.636802550961524e-07  1.177143117464683e+00  7.424521756193171e-03  2.968821990910278e+00  3.417310393043833e-01 
 2.646802550961525e-07  1.177143117359687e+00  7.424500041203950e-03  2.969367296203522e+00  3.461973533001774e-01 
 2.656802550961525e-07  1.177143117253069e+00  7.424477854978885e-03  2.969911280182411e+00  3.506543439212012e-01 
 2.666802550961525e-07  1.177143117145054e+00  7.424455169398691e-03  2.970453934156960e+00  3.551019282306092e-01 
 2.676802550961525e-07  1.177143117035639e+00  7.424431965346804e-03  2.970995248965187e+00  3.595400193915830e-01 
 2.686802550961526e-07  1.177143116925046e+00  7.424408232987175e-03  2.971535215182398e+00  3.639685283795488e-01 
 2.696802550961526e-07  1.177143116813785e+00  7.424383971341286e-03  2.972073823321793e+00  3.683873656237315e-01 
 2.706802550961526e-07  1.177143116701652e+00  7.424359188456279e-03  2.972611064037934e+00  3.727964426777782e-01 
 2.716802550961526e-07  1.177143116589180e+00  7.424333900787890e-03  2.973146928317182e+00  3.771956737839827e-01 
 2.726802550961526e-07  1.177143116476492e+00  7.424308133251299e-03  2.973681407668667e+00  3.815849774473267e-01 
 2.736802550961527e-07  1.177143116363762e+00  7.424281918536643e-03  2.974214494300108e+00  3.859642778851251e-01 
 2.746802550961527e-07  1.177143116251223e+00  7.424255296834551e-03  2.974746181287483e+00  3.903335064307552e-01 
 2.756802550961527e-07  1.177143116139307e+00  7.424228315159050e-03  2.975276462729724e+00  3.946926028154384e-01 
 2.766802550961527e-07  1.177143116028062e+00  7.424201026991048e-03  2.975805333894810e+00  3.990415163826635e-01 
 2.776802550961528e-07  1.177143115917893e+00  7.424173491459057e-03  2.976332791347888e+00  4.033802071552534e-01 
 2.786802550961528e-07  1.177143115809049e+00  7.424145772788309e-03  2.976858833067042e+00  4.077086468037618e-01 
 2.796802550961528e-07  1.177143115701655e+00  7.424117939456069e-03  2.977383458540147e+00  4.120268194599259e-01 
 2.806802550961528e-07  1.177143115595752e+00  7.424090063844217e-03  2.977906668852933e+00  4.163347224604383e-01 
 2.816802550961528e-07  1.177143115491996e+00  7.424062220904425e-03  2.978428466748730e+00  4.206323668555257e-01 
 2.826802550961529e-07  1.177143115389961e+00  7.424034487828741e-03  2.978948856679874e+00  4.249197778531674e-01 
 2.836802550961529e-07  1.177143115290412e+00  7.424006943256118e-03  2.979467844840682e+00  4.291969951098731e-01 
 2.846802550961529e-07  1.177143115193357e+00  7.423979666171861e-03  2.979985439177216e+00  4.334640728297044e-01 
 2.856802550961529e-07  1.177143115098751e+00  7.423952735483513e-03  2.980501649386277e+00  4.377210797768167e-01 
 2.866802550961530e-07  1.177143115006963e+00  7.423926229032519e-03  2.981016486892708e+00  4.419680991067437e-01 
 2.876802550961530e-07  1.177143114917812e+00  7.423900223045314e-03  2.981529964814071e+00  4.462052280942201e-01 
 2.886802550961530e-07  1.177143114831448e+00  7.423874791142264e-03  2.982042097903571e+00  4.504325776794533e-01 
 2.896802550961530e-07  1.177143114748157e+00  7.423850003926180e-03  2.982552902483361e+00  4.546502719359509e-01 
 2.906802550961530e-07  1.177143114667591e+00  7.423825928194761e-03  2.983062396359993e+00  4.588584473881775e-01 
 2.916802550961531e-07  1.177143114590114e+00  7.423802626289191e-03  2.983570598725745e+00  4.630572522113922e-01 
 2.926802550961531e-07  1.177143114515713e+00  7.423780155642236e-03  2.984077530049446e+00  4.672468453440813e-01 
 2.936802550961531e-07  1.177143114444151e+00  7.423758568242091e-03  2.984583211955030e+00  4.714273954965544e-01 
 2.946802550961531e-07  1.177143114375236e+00  7.423737910086816e-03  2.985087667088234e+00  4.755990800595511e-01 
 2.956802550961532e-07  1.177143114309363e+00  7.423718220957060e-03  2.985590918978004e+00  4.797620839683634e-01 
 2.966802550961532e-07  1.177143114246109e+00  7.423699533829129e-03  2.986092991884963e+00  4.839165984558443e-01 
 2.976802550961532e-07  1.177143114185572e+00  7.423681874985123e-03  2.986593910651466e+00  4.880628198192375e-01 
 2.986802550961532e-07  1.177143114127374e+00  7.423665263311911e-03  2.987093700537130e+00  4.922009480612181e-01 
 2.996802550961532e-07  1.177143114071537e+00  7.423649710722305e-03  2.987592387062503e+00  4.963311856002019e-01 
 3.006802550961533e-07  1.177143114017862e+00  7.423635221645521e-03  2.988089995842088e+00  5.004537358862328e-01 
 3.016802550961533e-07  1.177143113966026e+00  7.423621793176318e-03  2.988586552420701e+00  5.045688020449774e-01 
 3.026802550961533e-07  1.177143113916103e+00  7.423609415196708e-03  2.989082082112005e+00  5.086765855369024e-01 
 3.036802550961533e-07  1.177143113867795e+00  7.423598070509320e-03  2.989576609840061e+00  5.127772848392474e-01 
 3.046802550961534e-07  1.177143113820981e+00  7.423587734844347e-03  2.990070159981509e+00  5.168710941303366e-01 
 3.056802550961534e-07  1.177143113775288e+00  7.423578377392867e-03  2.990562756218948e+00  5.209582020669264e-01 
 3.066802550961534e-07  1.177143113730478e+00  7.423569960851588e-03  2.991054421395734e+00  5.250387905687026e-01 
 3.076802550961534e-07  1.177143113686513e+00  7.423562442011429e-03  2.991545177383689e+00  5.291130337107691e-01 
 3.086802550961534e-07  1.177143113643070e+00  7.423555771987691e-03  2.992035044956118e+00  5.331810966562599e-01 
 3.096802550961535e-07  1.177143113599899e+00  7.423549896803246e-03  2.992524043673598e+00  5.372431346952548e-01 
 3.106802550961535e-07  1.177143113556820e+00  7.423544757861121e-03  2.993012191780341e+00  5.412992923691413e-01 
 3.116802550961535e-07  1.177143113513459e+00  7.423540292395410e-03  2.993499506110866e+00  5.453497026793857e-01 
 3.126802550961535e-07  1.177143113469906e+00  7.423536434240595e-03  2.993986002013385e+00  5.493944864353503e-01 
 3.136802550961536e-07  1.177143113425854e+00  7.423533114182534e-03  2.994471693281543e+00  5.534337516687123e-01 
 3.146802550961536e-07  1.177143113380992e+00  7.423530260689904e-03  2.994956592102183e+00  5.574675931820841e-01 
 3.156802550961536e-07  1.177143113335323e+00  7.423527800689654e-03  2.995440709020026e+00  5.614960922376713e-01 
 3.166802550961536e-07  1.177143113288708e+00  7.423525659858454e-03  2.995924052909827e+00  5.655193163061496e-01 
 3.176802550961536e-07  1.177143113240775e+00  7.423523763540401e-03  2.996406630968309e+00  5.695373189823922e-01 
 3.186802550961537e-07  1.177143113191315e+00  7.423522037414161e-03  2.996888448720604e+00  5.735501400206804e-01 
 3.196802550961537e-07  1.177143113140487e+00  7.423520407739126e-03  2.997369510033639e+00  5.775578054269728e-01 
 3.206802550961537e-07  1.177143113088151e+00  7.423518802533197e-03  2.997849817154289e+00  5.815603277610290e-01 
 3.216802550961537e-07  1.177143113034241e+00  7.423517151607937e-03  2.998329370749258e+00  5.855577064492641e-01 
 3.226802550961538e-07  1.177143112978752e+00  7.423515387569154e-03  2.998808169966915e+00  5.895499282853854e-01 
 3.236802550961538e-07  1.177143112921312e+00  7.423513446141505e-03  2.999286212506205e+00  5.935369679880790e-01 
 3.246802550961538e-07  1.177143112862230e+00  7.423511266616304e-03  2.999763494696337e+00  5.975187888504239e-01 
 3.256802550961538e-07  1.177143112801210e+00  7.423508792589659e-03  3.000240011592021e+00  6.014953435214551e-01 
 3.266802550961538e-07  1.177143112738308e+00  7.423505972038113e-03  3.000715757071106e+00  6.054665748062703e-01 
 3.276802550961539e-07  1.177143112673832e+00  7.423502757985256e-03  3.001190723946935e+00  6.094324165935116e-01 
 3.286802550961539e-07  1.177143112607663e+00  7.423499108726965e-03  3.001664904085441e+00  6.133927948218008e-01 
 3.296802550961539e-07  1.177143112539734e+00  7.423494987981278e-03  3.002138288526219e+00  6.173476284809664e-01 
 3.306802550961539e-07  1.177143112470133e+00  7.423490365406227e-03  3.002610867614457e+00  6.212968307075550e-01 
 3.316802550961540e-07  1.177143112399333e+00  7.423485216570568e-03  3.003082631132706e+00  6.252403098784846e-01 
 3.326802550961540e-07  1.177143112326872e+00  7.423479522960711e-03  3.003553568433274e+00  6.291779707121385e-01 
 3.336802550961540e-07  1.177143112253297e+00  7.423473272500763e-03  3.004023668580843e+00  6.331097154586155e-01 
 3.346802550961540e-07  1.177143112178553e+00  7.423466458983810e-03  3.004492920484069e+00  6.370354449960384e-01 
 3.356802550961540e-07  1.177143112102728e+00  7.423459082463705e-03  3.004961313035020e+00  6.409550599976866e-01 
 3.366802550961541e-07  1.177143112026030e+00  7.423451148951252e-03  3.005428835241986e+00  6.448684620430518e-01 
 3.376802550961541e-07  1.177143111948766e+00  7.423442670361972e-03  3.005895476361369e+00  6.487755547240017e-01 
 3.386802550961541e-07  1.177143111870914e+00  7.423433664192815e-03  3.006361226022445e+00  6.526762446921441e-01 
 3.396802550961541e-07  1.177143111792637e+00  7.423424153382797e-03  3.006826074348870e+00  6.565704426812101e-01 
 3.406802550961542e-07  1.177143111714219e+00  7.423414166036967e-03  3.007290012073965e+00  6.604580644781405e-01 
 3.416802550961542e-07  1.177143111635925e+00  7.423403735008146e-03  3.007753030647105e+00  6.643390318213299e-01 
 3.426802550961542e-07  1.177143111557780e+00  7.423392897409300e-03  3.008215122329510e+00  6.682132732105437e-01 
 3.436802550961542e-07  1.177143111479894e+00  7.423381694652417e-03  3.008676280289594e+00  6.720807247164410e-01 
 3.446802550961542e-07  1.177143111402384e+00  7.423370171398333e-03  3.009136498676607e+00  6.759413306054906e-01 
 3.456802550961543e-07  1.177143111325608e+00  7.423358375589034e-03  3.009595772694213e+00  6.797950439688775e-01 
 3.466802550961543e-07  1.177143111249725e+00  7.423346357657952e-03  3.010054098656658e+00  6.836418272035703e-01 
 3.476802550961543e-07  1.177143111174667e+00  7.423334170193638e-03  3.010511474037326e+00  6.874816524313029e-01 
 3.486802550961543e-07  1.177143111100695e+00  7.423321867323694e-03  3.010967897503817e+00  6.913145018043507e-01 
 3.496802550961544e-07  1.177143111027848e+00  7.423309504171016e-03  3.011423368941101e+00  6.951403677117675e-01 
 3.506802550961544e-07  1.177143110956530e+00  7.423297136489139e-03  3.011877889466019e+00  6.989592529132943e-01 
 3.516802550961544e-07  1.177143110886578e+00  7.423284819911492e-03  3.012331461425664e+00  7.027711705368940e-01 
 3.526802550961544e-07  1.177143110818100e+00  7.423272609514862e-03  3.012784088385906e+00  7.065761439943982e-01 
 3.536802550961544e-07  1.177143110751386e+00  7.423260559437690e-03  3.013235775111109e+00  7.103742068229193e-01 
 3.546802550961545e-07  1.177143110685976e+00  7.423248722119308e-03  3.013686527527415e+00  7.141654023863447e-01 
 3.556802550961545e-07  1.177143110622544e+00  7.423237148053799e-03  3.014136352680323e+00  7.179497835300276e-01 
 3.566802550961545e-07  1.177143110560910e+00  7.423225885245221e-03  3.014585258680125e+00  7.217274121317330e-01 
 3.576802550961545e-07  1.177143110501016e+00  7.423214978717569e-03  3.015033254636521e+00  7.254983585605481e-01 
 3.586802550961545e-07  1.177143110442755e+00  7.423204470236333e-03  3.015480350586923e+00  7.292627010828882e-01 
 3.596802550961546e-07  1.177143110386439e+00  7.423194397902289e-03  3.015926557415717e+00  7.330205251905705e-01 
 3.606802550961546e-07  1.177143110331718e+00  7.423184795658919e-03  3.016371886763095e+00  7.367719228397157e-01 
 3.616802550961546e-07  1.177143110278578e+00  7.423175693445609e-03  3.016816350935875e+00  7.405169917073616e-01 
 3.626802550961546e-07  1.177143110227172e+00  7.423167116305415e-03  3.017259962800372e+00  7.442558342919222e-01 
 3.636802550961547e-07  1.177143110177301e+00  7.423159084812689e-03  3.017702735683263e+00  7.479885570844965e-01 
 3.646802550961547e-07  1.177143110128923e+00  7.423151614432972e-03  3.018144683258786e+00  7.517152696191917e-01 
 3.656802550961547e-07  1.177143110081861e+00  7.423144715786192e-03  3.018585819441465e+00  7.554360835726671e-01 
 3.666802550961547e-07  1.177143110036114e+00  7.423138394177478e-03  3.019026158268988e+00  7.591511117758734e-01 
 3.676802550961547e-07  1.177143109991236e+00  7.423132649995156e-03  3.019465713793011e+00  7.628604672946420e-01 
 3.686802550961548e-07  1.177143109947645e+00  7.423127478366102e-03  3.019904499963013e+00  7.665642624474017e-01 
 3.696802550961548e-07  1.177143109904970e+00  7.423122869433380e-03  3.020342530516061e+00  7.702626078737141e-01 
