equation	nterms	b_hex	x_hex	fsum_ax_hex	naive_ax_hex	residual_hex	residual_dec	scale_hex	scale_dec	norm_residual	|fsum-decimal|
289	5	0x0.0p+0	-0x1.804f18c909b9ap+4	0x0.0p+0	0x0.0p+0	0x0.0p+0	0.00000000000000000e+00	0x1.258dfe84c50e8p-1	5.73348954875226191e-01	0.000000e+00	0.000000e+00
290	5	0x1.79b26ac6063b5p+4	0x1.01c9e17dd7000p+1	0x1.79b26ac6063b5p+4	0x1.79b26ac6063b5p+4	0x0.0p+0	0.00000000000000000e+00	0x1.da24302594e76p+5	5.92676699577395283e+01	0.000000e+00	0.000000e+00
291	6	0x1.8000000000000p-56	0x1.2381ee065af87p+2	-0x1.0000000000000p-56	-0x1.0000000000000p-56	-0x1.4000000000000p-55	-3.46944695195361419e-17	0x1.627921702d158p-2	3.46165201636968956e-01	1.002252e-16	1.337134e-18
292	3	-0x1.f2a764c02eb70p-50	0x1.2381ee065a4a7p+2	-0x1.f274e953fe4e0p-50	-0x1.f274e953fe4e0p-50	0x1.93db618348000p-61	6.84160296567409430e-19	0x1.2a80f3bcc8592p-5	3.64384422775955313e-02	1.877578e-17	2.919025e-18
293	5	0x1.28f3823f3810ep-1	0x1.52e503562e4b8p+4	0x1.28f3823f3810ep-1	0x1.28f3823f3810ep-1	0x0.0p+0	0.00000000000000000e+00	0x1.324789dd1e4e2p+0	1.19640409134290637e+00	0.000000e+00	0.000000e+00
294	1	0x0.0p+0	0x0.0p+0	0x0.0p+0	0x0.0p+0	0x0.0p+0	0.00000000000000000e+00	0x0.0p+0	0.00000000000000000e+00	0.000000e+00	0.000000e+00
295	6	0x0.0p+0	0x0.0p+0	0x0.0p+0	0x0.0p+0	0x0.0p+0	0.00000000000000000e+00	0x0.0p+0	0.00000000000000000e+00	0.000000e+00	0.000000e+00
296	6	0x0.0p+0	-0x1.804f18c909b9ap+4	0x0.0p+0	0x0.0p+0	0x0.0p+0	0.00000000000000000e+00	0x1.258dfe84c50e8p-1	5.73348954875226191e-01	0.000000e+00	0.000000e+00
297	5	0x1.50f9709880000p-59	0x1.3fffffffa7e5dp+1	0x1.3c6c98e180000p-58	0x1.3c6c98e180000p-58	0x1.27dfc12a80000p-59	2.00492048926921835e-18	0x1.9999999a88ac3p-5	5.00000000067948522e-02	4.009841e-17	6.906842e-20
298	6	0x1.79db22d0c0000p-57	0x1.3fffffffe286ap+1	0x1.0000000000000p-57	0x1.0000000000000p-57	-0x1.e76c8b4300000p-59	-3.30291349802396499e-18	0x1.851eb851c7adfp-3	1.89999999995925400e-01	1.738376e-17	3.490264e-18
299	3	0x1.0508f285d6925p-80	0x1.3fffffffe286ap+1	-0x1.3c80e8f768000p-60	-0x1.3c80e8f768000p-60	-0x1.3c80f947f7286p-60	-1.07235659875553596e-18	0x1.47ae147ac7589p-6	1.99999999996314549e-02	5.361783e-17	8.673611e-19
300	5	-0x1.81b4d88d43520p-50	0x1.3fffffffe1b9dp+1	-0x1.81bddbfda1d8cp-50	-0x1.81bddbfda1d8cp-50	-0x1.206e0bd0d8000p-63	-1.22154800497172236e-19	0x1.47ae147ac3f27p-6	1.99999999995831533e-02	6.107740e-18	1.769416e-19
301	1	0x0.0p+0	0x0.0p+0	0x0.0p+0	0x0.0p+0	0x0.0p+0	0.00000000000000000e+00	0x0.0p+0	0.00000000000000000e+00	0.000000e+00	0.000000e+00
302	6	0x0.0p+0	0x0.0p+0	0x0.0p+0	0x0.0p+0	0x0.0p+0	0.00000000000000000e+00	0x0.0p+0	0.00000000000000000e+00	0.000000e+00	0.000000e+00
303	5	0x0.0p+0	-0x1.7fdda027c2ec8p+4	0x0.0p+0	0x0.0p+0	0x0.0p+0	0.00000000000000000e+00	0x1.253751b405ea0p-1	5.72687676644779486e-01	0.000000e+00	0.000000e+00
304	5	0x1.780843c8dcdfdp+4	0x1.0332a0cce1b00p+1	0x1.780843c8dcdfcp+4	0x1.780843c8dcdfcp+4	-0x1.0000000000000p-48	-3.55271367880050093e-15	0x1.d82e99a7212c6p+5	5.90227540070532513e+01	6.019227e-17	0.000000e+00
305	6	0x1.0000000000000p-55	0x1.23559bf2030abp+2	-0x1.4000000000000p-56	-0x1.4000000000000p-56	-0x1.a000000000000p-55	-4.51028103753969845e-17	0x1.62433c9b05bf4p-2	3.45959612809962680e-01	1.303702e-16	1.207385e-17
306	3	-0x1.f2e3a98eb4e90p-50	0x1.23559bf2025cdp+2	-0x1.f39c6c8369c30p-50	-0x1.f39c6c8369c30p-50	-0x1.7185e969b4000p-59	-2.50398587531021308e-18	0x1.2a53915a207c4p-5	3.64168013484369724e-02	6.875908e-17	8.627403e-19
307	5	0x1.26a03e78088aap-1	0x1.52161922401b5p+4	0x1.26a03e78088aap-1	0x1.26a03e78088aap-1	0x0.0p+0	0.00000000000000000e+00	0x1.2ff2db02d988fp+0	1.18729943103383895e+00	0.000000e+00	0.000000e+00
308	1	0x0.0p+0	0x0.0p+0	0x0.0p+0	0x0.0p+0	0x0.0p+0	0.00000000000000000e+00	0x0.0p+0	0.00000000000000000e+00	0.000000e+00	0.000000e+00
309	6	0x0.0p+0	0x0.0p+0	0x0.0p+0	0x0.0p+0	0x0.0p+0	0.00000000000000000e+00	0x0.0p+0	0.00000000000000000e+00	0.000000e+00	0.000000e+00
310	6	0x0.0p+0	-0x1.7fdda027c2ec8p+4	0x0.0p+0	0x0.0p+0	0x0.0p+0	0.00000000000000000e+00	0x1.253751b405ea0p-1	5.72687676644779486e-01	0.000000e+00	0.000000e+00
311	5	0x1.e4b3afdc00000p-61	0x1.3fffffffa812fp+1	-0x1.13cde4e600000p-59	-0x1.13cde4e600000p-59	-0x1.8cfad0dd00000p-59	-2.69003941775916322e-18	0x1.9999999a88e61p-5	5.00000000068012776e-02	5.380079e-17	4.854027e-19
312	6	0x1.ee147ae130000p-56	0x1.3fffffffe295dp+1	0x1.c000000000000p-56	0x1.c000000000000p-56	-0x1.70a3d70980000p-59	-2.49800180510771860e-18	0x1.851eb851c7c06p-3	1.89999999995933588e-01	1.314738e-17	1.366962e-18
313	3	0x1.06653c1b10424p-80	0x1.3fffffffe295dp+1	0x1.86fe28bfa0000p-61	0x1.86fe28bfa0000p-61	0x1.86fe07f2f87cap-61	6.62366735342587180e-19	0x1.47ae147ac7682p-6	1.99999999996323188e-02	3.311834e-17	8.673624e-19
314	5	-0x1.82cac09276770p-50	0x1.3fffffffe1c95p+1	-0x1.823c12c9393dcp-50	-0x1.823c12c9393dcp-50	0x1.1d5b927a72800p-59	1.93365901518579501e-18	0x1.47ae147ac4021p-6	1.99999999995840207e-02	9.668295e-17	1.349615e-18
315	1	0x0.0p+0	0x0.0p+0	0x0.0p+0	0x0.0p+0	0x0.0p+0	0.00000000000000000e+00	0x0.0p+0	0.00000000000000000e+00	0.000000e+00	0.000000e+00
316	5	-0x1.746a3a9800000p-27	-0x1.df6d092d2e3f9p-12	-0x1.746a3a9800251p-27	-0x1.746a3a9800251p-27	-0x1.2880000000000p-70	-9.81036206487890822e-22	0x1.62369247f720bp-13	1.68902001177154447e-04	5.808316e-18	5.826660e-21
317	5	0x1.746a3a9800000p-27	-0x1.96e4733c8e1aep-14	0x1.746a3a9802251p-27	0x1.746a3a9802251p-27	0x1.1288000000000p-66	1.45335633625566962e-20	0x1.62369247f720ap-13	1.68902001177154420e-04	8.604731e-17	5.826660e-21
318	5	0x1.8000000000000p-60	-0x1.17030d30d678fp-14	0x1.9c00000000000p-60	0x1.9c00000000000p-60	0x1.c000000000000p-64	9.48676900924816380e-20	0x1.8e808f136b463p-11	7.60082594231225781e-04	1.248123e-16	2.687440e-20
319	4	0x0.0p+0	0x1.17030d30d678ep-14	0x0.0p+0	0x0.0p+0	0x0.0p+0	0.00000000000000000e+00	0x1.17030d30d678ep-13	1.33043251049621799e-04	0.000000e+00	1.318209e-21
320	5	0x1.464aa2d000000p-44	-0x1.7949e4f227facp-13	0x1.464aa2bf603d8p-44	0x1.464aa2bf603d8p-44	-0x1.09fc280000000p-72	-2.20017623113013562e-22	0x1.519744ad3ad48p-19	2.51524814719674916e-06	8.747353e-17	7.125749e-25
321	5	-0x1.464aa2d000000p-44	-0x1.48fe40cd74d4dp-16	-0x1.464aa2cf603d8p-44	-0x1.464aa2cf603d8p-44	0x1.3f85000000000p-77	8.25938629943847714e-24	0x1.519744ad3ad48p-19	2.51524814719674916e-06	3.283726e-18	7.125749e-25
322	5	0x1.8000000000000p-72	-0x1.2ccb33ef0bbb3p-20	0x1.6000000000000p-69	0x1.6000000000000p-69	0x1.3000000000000p-69	2.01170324972896331e-21	0x1.7e8c80f4e1729p-16	2.28016878796234378e-05	8.822607e-17	1.341287e-23
323	4	0x0.0p+0	0x1.2ccb33ef0bbb4p-20	0x0.0p+0	0x0.0p+0	0x0.0p+0	0.00000000000000000e+00	0x1.2ccb33ef0bbb4p-19	2.24108816084626115e-06	0.000000e+00	1.078807e-23
324	5	-0x1.dfece76e20000p-27	0x1.6a91e32a3677ep-3	-0x1.dfece76e0f7d1p-27	-0x1.dfece76e0f7d1p-27	0x1.082f000000000p-63	1.11886104015147629e-19	0x1.660e93c0d0fd2p-7	1.09270307017438652e-02	1.023939e-17	3.385650e-20
325	5	0x1.dfece76e20000p-27	0x1.345b9d6f592f3p-5	0x1.dfece76e8f7d1p-27	0x1.dfece76e8f7d1p-27	0x1.bdf4400000000p-61	7.55475633973255918e-19	0x1.660e93c0d0fd3p-7	1.09270307017438669e-02	6.913824e-17	3.385650e-20
326	5	-0x1.0000000000000p-61	0x1.19ed5cbd935e4p-8	0x1.0000000000000p-58	0x1.0000000000000p-58	0x1.2000000000000p-58	3.90312782094781596e-18	0x1.91f968b512fc0p-5	4.90691227974759947e-02	7.954346e-17	1.522105e-18
327	4	0x0.0p+0	-0x1.19ed5cbd935e5p-8	0x0.0p+0	0x0.0p+0	0x0.0p+0	0.00000000000000000e+00	0x1.19ed5cbd935e5p-7	8.60373524042308026e-03	0.000000e+00	2.869641e-19
328	5	-0x1.76f4fba6e0000p-25	0x1.225730d3b3f10p-2	-0x1.76f4fba66a293p-25	-0x1.76f4fba66a293p-25	0x1.d75b400000000p-59	3.19403551264285852e-18	0x1.ad3b58ee1d240p-5	5.23964631001132553e-02	6.095899e-17	4.906968e-19
329	5	0x1.76f4fba6e0000p-25	0x1.ed149a4035312p-5	0x1.76f4fba66a293p-25	0x1.76f4fba66a293p-25	-0x1.d75b400000000p-59	-3.19403551264285852e-18	0x1.ad3b58ee1d240p-5	5.23964631001132553e-02	6.095899e-17	4.906968e-19
330	5	0x1.4000000000000p-58	0x1.521cc18b1d28ep-6	-0x1.0000000000000p-57	-0x1.0000000000000p-57	-0x1.a000000000000p-57	-1.12757025938492461e-17	0x1.e2b59f3bf8949p-3	2.35697978990240281e-01	4.783962e-17	2.628131e-18
331	4	0x0.0p+0	-0x1.521cc18b1d28ep-6	0x0.0p+0	0x0.0p+0	0x0.0p+0	0.00000000000000000e+00	0x1.521cc18b1d28ep-5	4.12734775681303651e-02	0.000000e+00	4.473355e-19
332	5	-0x1.76f4fba6c0000p-25	0x1.225730d3b3f34p-2	-0x1.76f4fba68a28ep-25	-0x1.76f4fba68a28ep-25	0x1.aeb9000000000p-60	1.45934512389055355e-18	0x1.ad3b58ee1d276p-5	5.23964631001136300e-02	2.785198e-17	1.989469e-19
333	5	0x1.76f4fba6c0000p-25	0x1.ed149a403534fp-5	0x1.76f4fba68a28ep-25	0x1.76f4fba68a28ep-25	-0x1.aeb9000000000p-60	-1.45934512389055355e-18	0x1.ad3b58ee1d276p-5	5.23964631001136300e-02	2.785198e-17	1.989469e-19
334	5	0x1.0000000000000p-61	0x1.521cc18b1d2b8p-6	0x1.0000000000000p-56	0x1.0000000000000p-56	0x1.f000000000000p-57	1.34441069388202550e-17	0x1.e2b59f3bf8986p-3	2.35697978990241974e-01	5.703955e-17	1.164617e-17
335	4	0x1.0000000000000p-61	-0x1.521cc18b1d2b8p-6	0x0.0p+0	0x0.0p+0	-0x1.0000000000000p-61	-4.33680868994201774e-19	0x1.521cc18b1d2b8p-5	4.12734775681306565e-02	1.050750e-17	1.474268e-19
336	5	0x1.a0126c76e4000p-23	0x1.3f172e5162721p+1	0x1.a0126c76563ddp-23	0x1.a0126c76563ddp-23	-0x1.1b84600000000p-56	-1.53694922372680847e-17	0x1.7b510863dfe07p-6	2.31516439375792048e-02	6.638618e-16	9.290099e-19
337	6	-0x1.a0126c76e4000p-23	0x1.397d5923ccbc0p+1	-0x1.a0126c76563ddp-23	-0x1.a0126c76563ddp-23	0x1.1b84600000000p-56	1.53694922372680847e-17	0x1.7b510863dfe07p-6	2.31516439375792048e-02	6.638618e-16	9.290099e-19
338	4	-0x1.1800000000000p-57	0x1.a9b9eed6f5000p-13	-0x1.0000000000000p-56	-0x1.0000000000000p-56	-0x1.d000000000000p-58	-6.28837260041592572e-18	0x1.2492492492492p-3	1.42857142857142849e-01	4.401861e-17	4.355252e-18
339	4	-0x1.1800000000000p-57	-0x1.a9b9eed6f5000p-13	-0x1.0000000000000p-56	-0x1.0000000000000p-56	-0x1.d000000000000p-58	-6.28837260041592572e-18	0x1.1e9e7d628f4ccp-3	1.39950732775025677e-01	4.493276e-17	1.071206e-17
340	5	0x1.a0126c770a000p-23	0x1.3f172e51626c6p+1	0x1.a0126c77363e8p-23	0x1.a0126c77363e8p-23	0x1.61f4000000000p-58	4.79695933853791640e-18	0x1.7b510863dfd6fp-6	2.31516439375786774e-02	2.071974e-16	7.755910e-19
341	6	-0x1.a0126c770a000p-23	0x1.397d5923cc930p+1	-0x1.a0126c76363e8p-23	-0x1.a0126c76363e8p-23	0x1.a783000000000p-56	2.29586162770909971e-17	0x1.7b510863dfd77p-6	2.31516439375787052e-02	9.916625e-16	7.755910e-19
342	4	0x1.6000000000000p-59	0x1.a9b9eed6ff400p-13	0x0.0p+0	0x0.0p+0	-0x1.6000000000000p-59	-2.38524477946810975e-18	0x1.2492492492492p-3	1.42857142857142849e-01	1.669671e-17	7.130809e-18
343	4	-0x1.0000000000000p-58	-0x1.a9b9eed6ff800p-13	0x0.0p+0	0x0.0p+0	0x1.0000000000000p-58	3.46944695195361419e-18	0x1.1e9e7d628f275p-3	1.39950732775009051e-01	2.479049e-17	7.936503e-18
344	5	-0x1.63b0b67600000p-27	-0x1.09813b93db135p-11	-0x1.63b0b6760060fp-27	-0x1.63b0b6760060fp-27	-0x1.83c0000000000p-69	-2.56591426013949185e-21	0x1.88531d6cf00c2p-13	1.87074979661977210e-04	1.371597e-17	6.716707e-22
345	5	0x1.63b0b67600000p-27	-0x1.c2ae0a283a573p-14	0x1.63b0b6760060fp-27	0x1.63b0b6760060fp-27	0x1.83c0000000000p-69	2.56591426013949185e-21	0x1.88531d6cf00c2p-13	1.87074979661977210e-04	1.371597e-17	6.716707e-22
346	5	0x0.0p+0	-0x1.3509a0909d08ap-14	-0x1.8000000000000p-64	-0x1.8000000000000p-64	-0x1.8000000000000p-64	-8.13151629364128326e-20	0x1.b9615ac30a8ffp-11	8.41866094906579157e-04	9.658919e-17	3.075701e-20
347	4	0x0.0p+0	0x1.3509a0909d08ap-14	0x0.0p+0	0x0.0p+0	0x0.0p+0	0.00000000000000000e+00	0x1.3509a0909d08ap-13	1.47360613954487373e-04	0.000000e+00	4.092345e-21
348	5	0x1.4573403000000p-44	-0x1.77d9e29a1a171p-13	0x1.45734037af540p-44	0x1.45734037af540p-44	0x1.ebd5000000000p-74	1.01708480220643712e-22	0x1.504dfb0225f3ep-19	2.50566461186185862e-06	4.059142e-17	2.242974e-23
349	5	-0x1.4573403000000p-44	-0x1.47bd5a03aa46dp-16	-0x1.45734027af540p-44	-0x1.45734027af540p-44	0x1.0a15800000000p-73	1.10049756592931372e-22	0x1.504dfb0225f3cp-19	2.50566461186185777e-06	4.392039e-17	2.242974e-23
350	5	-0x1.0000000000000p-73	-0x1.2ba5cea443e90p-20	0x1.0000000000000p-69	0x1.0000000000000p-69	0x1.1000000000000p-69	1.79994501291538822e-21	0x1.7d175d1f99074p-16	2.27148094594929506e-05	7.924104e-17	5.943688e-22
351	4	0x0.0p+0	0x1.2ba5cea443e8fp-20	0x0.0p+0	0x0.0p+0	0x0.0p+0	0.00000000000000000e+00	0x1.2ba5cea443e8fp-19	2.23254922294259166e-06	0.000000e+00	8.009877e-23
352	5	-0x1.c757f49160000p-27	0x1.6a0d2745389d9p-3	-0x1.c757f4911ed94p-27	-0x1.c757f4911ed94p-27	0x1.049b000000000p-61	4.41482836531801931e-19	0x1.658b8b2430e91p-7	1.09114102746226422e-02	4.046066e-17	1.756501e-19
353	5	0x1.c757f49160000p-27	0x1.33eac21788babp-5	0x1.c757f4911ed94p-27	0x1.c757f4911ed94p-27	-0x1.049b000000000p-61	-4.41482836531801931e-19	0x1.658b8b2430e91p-7	1.09114102746226422e-02	4.046066e-17	1.756501e-19
354	5	0x1.0000000000000p-62	0x1.19862dcc5fc0ap-8	-0x1.0000000000000p-59	-0x1.0000000000000p-59	-0x1.2000000000000p-59	-1.95156391047390798e-18	0x1.916641a3c0babp-5	4.89989549660302046e-02	3.982868e-17	7.288962e-19
355	4	0x0.0p+0	-0x1.19862dcc5fc0ap-8	0x0.0p+0	0x0.0p+0	0x0.0p+0	0.00000000000000000e+00	0x1.19862dcc5fc0ap-7	8.59143482443693388e-03	0.000000e+00	8.457035e-20
356	5	-0x1.6138eeb980000p-25	0x1.23ef9232d1024p-2	-0x1.6138eeb8f99b0p-25	-0x1.6138eeb8f99b0p-25	0x1.0cca000000000p-58	3.64277106878552540e-18	0x1.af97289dc6640p-5	5.26843827521585872e-02	6.914328e-17	1.089648e-18
357	5	0x1.6138eeb980000p-25	0x1.efca35fb80edcp-5	0x1.6138eeb8f99b0p-25	0x1.6138eeb8f99b0p-25	-0x1.0cca000000000p-58	-3.64277106878552540e-18	0x1.af97289dc6640p-5	5.26843827521585872e-02	6.914328e-17	1.089648e-18
358	5	0x1.8000000000000p-60	0x1.53f85f87e3611p-6	0x1.8000000000000p-57	0x1.8000000000000p-57	0x1.5000000000000p-57	9.10729824887823725e-18	0x1.e55c973d9b246p-3	2.36993009154860157e-01	3.842855e-17	2.134112e-19
359	4	0x0.0p+0	-0x1.53f85f87e3611p-6	0x0.0p+0	0x0.0p+0	0x0.0p+0	0.00000000000000000e+00	0x1.53f85f87e3611p-5	4.15002694927403340e-02	0.000000e+00	1.105555e-18
360	5	-0x1.6138eeb9a0000p-25	0x1.23ef9232d0f70p-2	-0x1.6138eeb9399acp-25	-0x1.6138eeb9399acp-25	0x1.9995000000000p-59	2.77543580057672355e-18	0x1.af97289dc6536p-5	5.26843827521567415e-02	5.268043e-17	8.841039e-19
361	5	0x1.6138eeb9a0000p-25	0x1.efca35fb80daap-5	0x1.6138eeb8b99acp-25	0x1.6138eeb8b99acp-25	-0x1.ccca800000000p-58	-6.24488275253033773e-18	0x1.af97289dc6536p-5	5.26843827521567415e-02	1.185339e-16	8.841039e-19
362	5	-0x1.0000000000000p-61	0x1.53f85f87e3540p-6	-0x1.0000000000000p-56	-0x1.0000000000000p-56	-0x1.f000000000000p-57	-1.34441069388202550e-17	0x1.e55c973d9b11ap-3	2.36993009154851830e-01	5.672786e-17	7.350559e-18
363	4	0x0.0p+0	-0x1.53f85f87e353fp-6	0x0.0p+0	0x0.0p+0	0x0.0p+0	0.00000000000000000e+00	0x1.53f85f87e353fp-5	4.15002694927388768e-02	0.000000e+00	1.700317e-18
364	5	0x1.b74ebf7dce000p-23	0x1.3f164b832fb1cp+1	0x1.b74ebf7d75eb3p-23	0x1.b74ebf7d75eb3p-23	-0x1.6053400000000p-57	-9.54979355447980408e-18	0x1.7b4f0fe3bc902p-6	2.31511740848384731e-02	4.124972e-16	9.418477e-19
365	6	-0x1.b74ebf7dce000p-23	0x1.3976ec1c9dddep+1	-0x1.b74ebf7df5eb3p-23	-0x1.b74ebf7df5eb3p-23	-0x1.3f59800000000p-58	-4.32799425333465267e-18	0x1.7b4f0fe3bc8fep-6	2.31511740848384592e-02	1.869449e-16	9.418477e-19
366	4	-0x1.8000000000000p-58	0x1.ab58a9b76a800p-13	0x0.0p+0	0x0.0p+0	0x1.8000000000000p-58	5.20417042793042128e-18	0x1.2492492492492p-3	1.42857142857142849e-01	3.642919e-17	1.579670e-18
367	4	0x1.2000000000000p-58	-0x1.ab58a9b76a600p-13	0x0.0p+0	0x0.0p+0	-0x1.2000000000000p-58	-3.90312782094781596e-18	0x1.1e989d5bfe0cbp-3	1.39939526910671880e-01	2.789153e-17	2.769195e-18
368	5	0x1.b74ebf7d7a000p-23	0x1.3f164b832fb79p+1	0x1.b74ebf7d55ea7p-23	0x1.b74ebf7d55ea7p-23	-0x1.20ac800000000p-58	-3.91225989491040139e-18	0x1.7b4f0fe3bc999p-6	2.31511740848389970e-02	1.689875e-16	4.374925e-19
369	6	-0x1.b74ebf7d7a000p-23	0x1.3976ec1c9e07ap+1	-0x1.b74ebf7cd5ea7p-23	-0x1.b74ebf7cd5ea7p-23	0x1.482b200000000p-56	1.77900477027248581e-17	0x1.7b4f0fe3bc99dp-6	2.31511740848390109e-02	7.684296e-16	4.374925e-19
370	4	-0x1.d000000000000p-58	0x1.ab58a9b75fe00p-13	0x0.0p+0	0x0.0p+0	0x1.d000000000000p-58	6.28837260041592572e-18	0x1.2492492492492p-3	1.42857142857142849e-01	4.401861e-17	1.183162e-18
371	4	0x1.8000000000000p-58	-0x1.ab58a9b760000p-13	0x0.0p+0	0x0.0p+0	-0x1.8000000000000p-58	-5.20417042793042128e-18	0x1.1e989d5bfe32ep-3	1.39939526910688838e-01	3.718871e-17	1.269463e-17
